ORDER_NUMBER,QUANTITY_ORDERED,PRICE EACH,SALES,ORDER_DATE,STATUS,MONTH,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMER_NAME,PHONE,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,POSTALCODE
"10,359",48,54.68,2624.64,12/15/2004 0:00,Shipped,12,2004,Classic Cars,136,S10_4757,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Small,51100
"10,373",39,100,4046.25,1/31/2005 0:00,Shipped,1,2005,Classic Cars,136,S10_4757,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium,90110
"10,384",34,100,4846.7,2/23/2005 0:00,Shipped,2,2005,Classic Cars,136,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,USA,Brown,Julie,Medium,
"10,395",32,100,3370.56,3/17/2005 0:00,Shipped,3,2005,Classic Cars,136,S10_4757,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Medium,75508
"10,400",64,100,9661.44,4/1/2005 0:00,Shipped,4,2005,Classic Cars,136,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Large,94217
"10,414",19,100,2764.88,5/6/2005 0:00,On Hold,5,2005,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Small,51003
"10,103",42,100,5398.26,1/29/2003 0:00,Shipped,1,2003,Classic Cars,147,S10_4962,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium,4110
"10,114",31,100,4305.28,4/1/2003 0:00,Shipped,4,2003,Classic Cars,147,S10_4962,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium,75012
"10,126",22,100,3347.74,5/28/2003 0:00,Shipped,5,2003,Classic Cars,147,S10_4962,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Medium,28023
"10,140",26,100,3188.12,7/24/2003 0:00,Shipped,7,2003,Classic Cars,147,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium,94217
"10,150",20,100,3191.2,9/19/2003 0:00,Shipped,9,2003,Classic Cars,147,S10_4962,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium,79903
"10,164",21,100,3536.82,10/21/2003 0:00,Resolved,10,2003,Classic Cars,147,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,Austria,Mendel,Roland,Medium,8010
"10,175",33,100,5362.83,11/6/2003 0:00,Shipped,11,2003,Classic Cars,147,S10_4962,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,UK,Brown,Ann,Medium,WX3 6FW
"10,183",28,100,3433.36,11/13/2003 0:00,Shipped,11,2003,Classic Cars,147,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,USA,Cervantes,Francisca,Medium,71270
"10,194",26,100,4263.74,11/25/2003 0:00,Shipped,11,2003,Classic Cars,147,S10_4962,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,69004
"10,207",31,100,4076.19,12/9/2003 0:00,Shipped,12,2003,Classic Cars,147,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Medium,51003
"10,217",48,100,7020.48,2/4/2004 0:00,Shipped,2,2004,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Large,69045
"10,229",50,100,6426.5,3/11/2004 0:00,Shipped,3,2004,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,245",28,100,4591.72,5/4/2004 0:00,Shipped,5,2004,Classic Cars,147,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Medium,97823
"10,259",26,100,4033.38,6/15/2004 0:00,Shipped,6,2004,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium,69045
"10,270",32,100,4302.08,7/19/2004 0:00,Shipped,7,2004,Classic Cars,147,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,2067
"10,281",44,100,7020.64,8/19/2004 0:00,Shipped,8,2004,Classic Cars,147,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,USA,Yu,Kyung,Large,70267
"10,291",30,100,3855.9,9/8/2004 0:00,Shipped,9,2004,Classic Cars,147,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium,S-844 67
"10,305",38,100,6680.78,10/13/2004 0:00,Shipped,10,2004,Classic Cars,147,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Medium,51247
"10,313",40,100,6678,10/22/2004 0:00,Shipped,10,2004,Classic Cars,147,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Medium,V3F 2K1
"10,322",46,61.99,2851.54,11/4/2004 0:00,Shipped,11,2004,Classic Cars,147,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Small,62005
"10,334",26,100,3188.12,11/19/2004 0:00,On Hold,11,2004,Classic Cars,147,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,Sweden,Berglund,Christina,Medium,S-958 22
"10,347",27,100,4428,11/29/2004 0:00,Shipped,11,2004,Classic Cars,147,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,3004
"10,357",43,100,5780.92,12/10/2004 0:00,Shipped,12,2004,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,370",35,65.63,2297.05,1/20/2005 0:00,Shipped,1,2005,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,2060
"10,381",37,100,6231.54,2/17/2005 0:00,Shipped,2,2005,Classic Cars,147,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,USA,Brown,Julie,Medium,
"10,391",37,46.9,1735.3,3/9/2005 0:00,Shipped,3,2005,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,2060
"10,411",27,100,4427.73,5/1/2005 0:00,Shipped,5,2005,Classic Cars,147,S10_4962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Medium,H1J 1C3
"10,425",38,100,5894.94,5/31/2005 0:00,In Process,5,2005,Classic Cars,147,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,44000
"10,108",33,100,5265.15,3/3/2003 0:00,Shipped,3,2003,Classic Cars,194,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Medium,1227 MM
"10,122",42,100,7599.9,5/8/2003 0:00,Shipped,5,2003,Classic Cars,194,S12_1099,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Large,13008
"10,135",42,100,8008.56,7/2/2003 0:00,Shipped,7,2003,Classic Cars,194,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large,97562
"10,147",48,100,9245.76,9/5/2003 0:00,Shipped,9,2003,Classic Cars,194,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Large,58339
"10,159",41,100,8296.35,10/10/2003 0:00,Shipped,10,2003,Classic Cars,194,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,USA,Brown,Julie,Large,
"10,169",30,100,5019.9,11/4/2003 0:00,Shipped,11,2003,Classic Cars,194,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium,2060
"10,181",27,100,5411.07,11/12/2003 0:00,Shipped,11,2003,Classic Cars,194,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium,N 5804
"10,191",21,100,3840.9,11/20/2003 0:00,Shipped,11,2003,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium,50739
"10,203",20,100,3930.4,12/2/2003 0:00,Shipped,12,2003,Classic Cars,194,S12_1099,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,211",41,100,7498.9,1/15/2004 0:00,Shipped,1,2004,Classic Cars,194,S12_1099,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,France,Perrier,Dominique,Large,75016
"10,225",27,100,4517.91,2/22/2004 0:00,Shipped,2,2004,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,1203
"10,238",28,100,5774.72,4/9/2004 0:00,Shipped,4,2004,Classic Cars,194,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium,1734
"10,253",24,100,3922.56,6/1/2004 0:00,Cancelled,6,2004,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Medium,WX1 6LT
"10,266",44,100,9160.36,7/6/2004 0:00,Shipped,7,2004,Classic Cars,194,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Large,42100
"10,276",50,100,9631,8/2/2004 0:00,Shipped,8,2004,Classic Cars,194,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Large,58339
"10,287",21,100,3432.24,8/30/2004 0:00,Shipped,8,2004,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,1203
"10,300",33,100,5521.89,10/4/2003 0:00,Shipped,10,2003,Classic Cars,194,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium,60528
"10,310",33,100,6934.62,10/16/2004 0:00,Shipped,10,2004,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium,50739
"10,320",31,100,6876.11,11/3/2004 0:00,Shipped,11,2004,Classic Cars,194,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,Sweden,Berglund,Christina,Medium,S-958 22
"10,329",41,71.47,2930.27,11/15/2004 0:00,Shipped,11,2004,Classic Cars,194,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,10022
"10,341",45,79.65,3584.25,11/24/2004 0:00,Shipped,11,2004,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium,5020
"10,363",33,85.39,2817.87,1/6/2005 0:00,Shipped,1,2005,Classic Cars,194,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,FIN-02271
"10,375",45,76,3420,2/3/2005 0:00,Shipped,2,2005,Classic Cars,194,S12_1099,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,44000
"10,389",26,99.04,2575.04,3/3/2005 0:00,Shipped,3,2005,Classic Cars,194,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Sweden,Larsson,Maria,Small,S-844 67
"10,419",12,100,1961.28,5/17/2005 0:00,Shipped,5,2005,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Austria,Pipps,Georg,Small,5020
"10,105",41,100,8690.36,2/11/2003 0:00,Shipped,2,2003,Classic Cars,207,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Large,1734
"10,117",33,100,6034.38,4/16/2003 0:00,Shipped,4,2003,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium,79903
"10,127",46,100,11279.2,6/3/2003 0:00,Shipped,6,2003,Classic Cars,207,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,USA,Young,Jeff,Large,10022
"10,142",33,100,8023.29,8/8/2003 0:00,Shipped,8,2003,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large,97562
"10,153",20,100,4904,9/28/2003 0:00,Shipped,9,2003,Classic Cars,207,S12_1108,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,165",44,100,8594.52,10/22/2003 0:00,Shipped,10,2003,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Large,79903
"10,176",33,100,7474.5,11/6/2003 0:00,Shipped,11,2003,Classic Cars,207,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Large,42100
"10,185",21,100,3883.74,11/14/2003 0:00,Shipped,11,2003,Classic Cars,207,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Medium,50553
"10,196",47,100,8887.7,11/26/2003 0:00,Shipped,11,2003,Classic Cars,207,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Large,97823
"10,208",46,100,8602.92,1/2/2004 0:00,Shipped,1,2004,Classic Cars,207,S12_1108,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Large,69004
"10,220",32,100,7181.44,2/12/2004 0:00,Shipped,2,2004,Classic Cars,207,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Large,2
"10,231",42,100,8378.58,3/19/2004 0:00,Shipped,3,2004,Classic Cars,207,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez,Jesus,Large,28023
"10,247",44,100,10606.2,5/5/2004 0:00,Shipped,5,2004,Classic Cars,207,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Large,FIN-02271
"10,272",35,100,5818.4,7/20/2004 0:00,Shipped,7,2004,Classic Cars,207,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,USA,Yu,Kyung,Medium,70267
"10,282",41,100,7071.27,8/20/2004 0:00,Shipped,8,2004,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large,97562
"10,293",46,100,8411.56,9/9/2004 0:00,Shipped,9,2004,Classic Cars,207,S12_1108,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Large,10100
"10,306",31,100,6570.76,10/14/2004 0:00,Shipped,10,2004,Classic Cars,207,S12_1108,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,EC2 5NT
"10,314",38,100,7975.44,10/22/2004 0:00,Shipped,10,2004,Classic Cars,207,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Large,8200
"10,325",42,64,2688,11/5/2004 0:00,Shipped,11,2004,Classic Cars,207,S12_1108,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Small,4110
"10,336",33,57.22,1888.26,11/20/2004 0:00,Shipped,11,2004,Classic Cars,207,S12_1108,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,France,Bertrand,Marie,Small,75012
"10,348",48,52.36,2513.28,11/1/2004 0:00,Shipped,11,2004,Classic Cars,207,S12_1108,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small,28023
"10,359",42,100,4764.48,12/15/2004 0:00,Shipped,12,2004,Classic Cars,207,S12_1108,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,51100
"10,371",32,100,3560.64,1/23/2005 0:00,Shipped,1,2005,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,382",34,100,3823.64,2/17/2005 0:00,Shipped,2,2005,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,395",33,69.12,2280.96,3/17/2005 0:00,Shipped,3,2005,Classic Cars,207,S12_1108,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Small,75508
"10,413",36,100,8677.8,5/5/2005 0:00,Shipped,5,2005,Classic Cars,207,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Large,97562
"10,103",27,100,3394.98,1/29/2003 0:00,Shipped,1,2003,Trucks and Buses,136,S12_1666,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium,4110
"10,113",21,100,3415.44,3/26/2003 0:00,Shipped,3,2003,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,126",21,100,2439.57,5/28/2003 0:00,Shipped,5,2003,Trucks and Buses,136,S12_1666,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small,28023
"10,140",38,100,4829.8,7/24/2003 0:00,Shipped,7,2003,Trucks and Buses,136,S12_1666,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium,94217
"10,150",30,100,4100.1,9/19/2003 0:00,Shipped,9,2003,Trucks and Buses,136,S12_1666,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium,79903
"10,164",49,100,6563.06,10/21/2003 0:00,Resolved,10,2003,Trucks and Buses,136,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,Austria,Mendel,Roland,Medium,8010
"10,174",43,100,6817.22,11/6/2003 0:00,Shipped,11,2003,Trucks and Buses,136,S12_1666,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Medium,4101
"10,183",41,100,6163.94,11/13/2003 0:00,Shipped,11,2003,Trucks and Buses,136,S12_1666,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,USA,Cervantes,Francisca,Medium,71270
"10,194",38,100,4933.92,11/25/2003 0:00,Shipped,11,2003,Trucks and Buses,136,S12_1666,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,69004
"10,206",28,100,4056.36,12/5/2003 0:00,Shipped,12,2003,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Medium,V3F 2K1
"10,216",43,100,5759.42,2/2/2004 0:00,Shipped,2,2004,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Medium,78000
"10,229",25,100,3451,3/11/2004 0:00,Shipped,3,2004,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,245",38,100,5920.4,5/4/2004 0:00,Shipped,5,2004,Trucks and Buses,136,S12_1666,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Medium,97823
"10,258",41,100,6668.24,6/15/2004 0:00,Shipped,6,2004,Trucks and Buses,136,S12_1666,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Medium,106-0032
"10,270",28,100,4094.72,7/19/2004 0:00,Shipped,7,2004,Trucks and Buses,136,S12_1666,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,2067
"10,281",25,100,2938.5,8/19/2004 0:00,Shipped,8,2004,Trucks and Buses,136,S12_1666,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,70267
"10,291",41,100,6387.8,9/8/2004 0:00,Shipped,9,2004,Trucks and Buses,136,S12_1666,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium,S-844 67
"10,304",39,100,6396,10/11/2004 0:00,Shipped,10,2004,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Medium,78000
"10,313",21,100,2669.1,10/22/2004 0:00,Shipped,10,2004,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small,V3F 2K1
"10,322",27,100,4784.13,11/4/2004 0:00,Shipped,11,2004,Trucks and Buses,136,S12_1666,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium,62005
"10,333",33,99.21,3273.93,11/18/2004 0:00,Shipped,11,2004,Trucks and Buses,136,S12_1666,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,USA,Murphy,Julie,Medium,
"10,347",29,100,3586.43,11/29/2004 0:00,Shipped,11,2004,Trucks and Buses,136,S12_1666,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,3004
"10,357",49,100,5960.36,12/10/2004 0:00,Shipped,12,2004,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,370",49,100,8470.14,1/20/2005 0:00,Shipped,1,2005,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Large,2060
"10,381",20,100,2952,2/17/2005 0:00,Shipped,2,2005,Trucks and Buses,136,S12_1666,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,USA,Brown,Julie,Small,
"10,391",39,63.2,2464.8,3/9/2005 0:00,Shipped,3,2005,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,2060
"10,411",40,100,6232,5/1/2005 0:00,Shipped,5,2005,Trucks and Buses,136,S12_1666,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Medium,H1J 1C3
"10,424",49,100,7969.36,5/31/2005 0:00,In Process,5,2005,Trucks and Buses,136,S12_1666,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Large,28034
"10,107",21,100,3036.6,2/24/2003 0:00,Shipped,2,2003,Motorcycles,150,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium,10022
"10,121",50,100,8284,5/7/2003 0:00,Shipped,5,2003,Motorcycles,150,S12_2823,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Large,51100
"10,134",20,100,2711.2,7/1/2003 0:00,Shipped,7,2003,Motorcycles,150,S12_2823,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Small,75508
"10,145",49,100,8339.8,8/25/2003 0:00,Shipped,8,2003,Motorcycles,150,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Large,90003
"10,159",38,100,6238.84,10/10/2003 0:00,Shipped,10,2003,Motorcycles,150,S12_2823,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,USA,Brown,Julie,Medium,
"10,169",35,100,4639.25,11/4/2003 0:00,Shipped,11,2003,Motorcycles,150,S12_2823,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium,2060
"10,180",40,100,6747.6,11/11/2003 0:00,Shipped,11,2003,Motorcycles,150,S12_2823,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,France,Rance,Martine,Medium,59000
"10,189",28,100,4512.48,11/18/2003 0:00,Shipped,11,2003,Motorcycles,150,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium,90003
"10,201",25,100,4029,12/1/2003 0:00,Shipped,12,2003,Motorcycles,150,S12_2823,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,USA,Murphy,Julie,Medium,
"10,211",36,100,4771.8,1/15/2004 0:00,Shipped,1,2004,Motorcycles,150,S12_2823,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium,75016
